,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20,type
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8088846364645306,2.4963214796304345,0.03782305272167325,3.8292604345369106,0,1.5783878354502292,0.02391496720379135,2.761341841135377,1.868613752937378,0.0,0.0,0.0,0.0,2.0348556135263283,1.88422064570771,0.0,0.0,0.0,0.0,0.0,0.0,1.6570472687778102,7.362025409561742,2.0710028820220336,3.35014729072196,6.520442483612501,0.0,0.0,2.0688853066502833,1.9755615536172657,1.7493636076247778,0.0,0.0,0.0,0.0,0.0,1.021566579751846,1.666299341319644,0.0,6.790972970269624,6.104686333668476,0.0,0.0,3.604570781071571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8154451327695833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8789257002431645,0.0,0.0,0.0,0.0,0.0,1.4203362391622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4417938098411899,2.360836338313516,0.054903170658453855,3.1387504964255215,0,1.381129765542495,0.03211929687308128,8.763277674446577,5.058460093581106,1.7032435210317227,2.1327828088904486,0.0,0.0,0.0,0.0,3.6028671208421494,0.0,0.0,0.0,0.0,0.0,0.8831961804153322,10.07873956346355,2.237586154903563,0.0,0.0,0.0,0.0,0.0,0.0,6.577175282842603,0.0,0.0,0.0,0.0,0.0,1.264347963631434,10.653524834339464,3.9511155259640964,6.986814673702507,6.19460657572039,0.0,0.0,5.6849853257830985,5.141312804842848,0.0,0.0,0.0,0.0,0.0,0.0,1.5702839678830554,8.167495726768028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.353896731196503,0.0,0.0,0.0,0.0,0.0,1.7108654961863472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9006573431203657,1.6967556668098707,0.016314958334710295,0.0,0,1.2350707755654722,0.011875680534283386,9.586170855299113,4.7413489099832296,0.0,0.0,0.0,0.0,0.0,0.0,2.984188646640394,0.0,0.0,0.0,0.0,0.0,1.626062617050023,10.48439032967805,6.503886905239138,0.0,0.0,0.0,0.0,0.0,0.0,4.441465498930558,0.0,0.0,0.0,0.0,0.0,1.1039940183529113,18.207451252592783,13.413822924566935,5.697129543056965,4.866075581148128,0.0,0.0,6.376777641148407,2.630598471875677,4.670124994643342,0.0,0.0,0.0,0.0,0.0,2.1213848640167567,15.163344581457132,3.9274180247547577,2.925860646755984,2.7266668777261653,0.0,0.0,1.7215849443418678,0.0,6.369610825075642,0.0,3.5759882297510455,0.07651698006341706,0.0,0.0,1.7081668860013162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430240833405025,1.6967556668098707,0.016314958334710295,0.0,0,1.2350707755654722,0.011875680534283386,45.61732561395727,50.35268302506105,0.0,0.0,0.0,0.0,0.0,0.0,26.453934381655518,51.14626408161498,20.089271498316325,0.26764948314766024,4.612218977119141,0.029565506263584236,1.4725135498520188,33.94938029421093,47.70006189859996,0.0,0.0,0.0,0.0,0.0,0.0,35.63060453946329,49.872310501614365,24.17492253290202,0.31999044104828833,2.2924807928793447,0.014695389697944518,1.0397513269078187,33.50149506164504,24.08854321308772,3.30638728014928,3.762355823886277,0.0,0.0,0.0,0.0,0.0,47.88880661931704,22.45032985468154,0.3120297497043703,4.430399686938888,0.028399997993198003,0.7597763423850497,40.934494940805756,48.10413451135597,0.0,0.0,0.0,0.0,0.0,0.0,33.73626987565037,50.481431389501765,17.687123061121856,0.23958270286708722,4.435829666743565,0.0284348055560485,1.2780937143311228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6253392231528603,1.5788572094213253,0.01273271943081714,0.0,0,1.222918005797778,0.009862241982240146,65.70603542540573,74.38166679287384,0.0,0.0,0.0,0.0,0.0,0.0,62.806442398479966,77.33306151973662,39.17597983739213,0.4294585287138332,0.0,0.0,1.188376049420213,63.03467882655247,72.45350836923296,0.0,0.0,0.0,0.0,0.0,0.0,63.96460251830439,78.18266584787673,19.38731072656084,0.21245883779377306,0.0,0.0,1.0432062005950034,76.64796659551719,67.62827176708143,0.0,1.9619201791363987,0.0,0.0,6.846465351403075,6.68449707934198,10.089216346546614,74.2230860689425,41.051568001506496,0.4536853123429959,0.0,0.0,1.1194031773163553,77.175002666383,79.70613605437458,0.0,0.0,0.0,0.0,0.0,0.0,47.576133114138926,76.2574940059598,41.885573329352866,0.45166417039548734,0.0,0.0,1.0422474283426268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,star
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923878434054915,1.6802343267568587,0.016802343267568586,0.0,0,1.2795570550452817,0.012795570550452818,6.1417474392787685,0.0,0.0,1.9173240276732295,0.0,0.0,0.0,1.7591301510075619,0.0,0.0,0.0,0.0,0.0,0.0,1.4852454281143812,5.255017997446332,2.133927753514465,0.0,2.2067603999058414,0.0,0.0,3.5295107981950884,3.0234358993812234,0.0,0.0,0.0,0.0,0.0,0.0,2.0688288787729525,3.7095830223216466,4.726737094494469,9.668599335488219,10.114883904489409,0.0,0.0,3.4198961917669073,1.9792831958681445,1.7123302754698617,0.0,0.0,0.0,0.0,0.0,0.838299737126929,2.0147659744217394,0.0,0.0,1.6519663108664888,0.0,0.0,0.0,0.0,1.75824979782765,0.0,0.0,0.0,0.0,0.0,1.2554909458736938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6253392231528603,12.033150891427287,0.44567225523804765,8.0,0,2.510513278417079,0.09298197327470664,0.0,0.0,46.201431022644236,49.62388106706358,18.001225507291064,19.613557040104027,50.91674666602426,45.43211462096376,0.0,0.0,0.0,0.0,0.0,0.0,2.087020697491455,0.0,0.0,36.41525543055541,37.99483946832105,24.0,25.81627098976839,67.00565318550709,56.48942529395201,0.0,0.0,0.0,0.0,0.0,0.0,2.285320562113677,0.0,0.0,70.2944551437646,71.55148737596889,48.0,47.75432037629552,98.95211784643905,85.7462503716233,0.0,0.0,0.0,0.0,0.0,0.0,2.7080847740396337,0.0,0.0,93.88082502510822,94.40845160068554,69.86792986280835,75.0716573555554,123.1855864678929,91.56665949746775,0.0,0.0,0.0,0.0,0.0,0.0,3.120365102168339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07470298321784918,1.663245933068206,0.017507851927033746,0.0,0,1.2660815848373663,0.013327174577235435,65.70603542540573,74.38166679287384,0.0,0.0,0.0,0.0,0.0,0.0,62.806442398479966,77.33306151973662,45.717589726519876,0.4955813616814922,0.0,0.0,0.953721813591118,63.03467882655247,72.45350836923296,0.0,0.0,0.0,0.0,0.0,0.0,63.96460251830439,78.18266584787673,19.162230436740124,0.20710289919018987,0.0,0.0,1.3045174132571316,76.64796659551719,67.62827176708143,0.0,1.9619201791363987,0.0,0.0,6.846465351403075,6.68449707934198,10.089216346546614,74.2230860689425,40.653543501997135,0.44143277952324345,0.0,0.0,0.6982733630388511,77.175002666383,79.70613605437458,0.0,0.0,0.0,0.0,0.0,0.0,47.576133114138926,76.2574940059598,49.134939821014754,0.5327871340550371,0.0,0.0,1.0367960867946573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25824839652951953,2.264074191695183,0.030595597185070045,2.6455951347118867,0,1.6455519999322028,0.02223718918827301,65.70603542540573,74.38166679287384,0.0,0.0,0.0,0.0,0.0,0.0,62.806442398479966,77.33306151973662,40.452389550530334,0.42964551947614804,0.0,0.0,1.2302087686879877,63.03467882655247,72.45350836923296,0.0,0.0,0.0,0.0,0.0,0.0,63.96460251830439,78.18266584787673,34.45981792623722,0.3756775382137864,0.0,0.0,0.7464947212298401,76.64796659551719,67.62827176708143,0.0,1.9619201791363987,0.0,0.0,6.846465351403075,6.68449707934198,10.089216346546614,74.2230860689425,37.755299205585544,0.4314773468320333,0.0,0.0,0.9142450793533667,77.175002666383,79.70613605437458,0.0,0.0,0.0,0.0,0.0,0.0,47.576133114138926,76.2574940059598,26.612702785030308,0.28761962920057504,0.0,0.0,0.7900046723638923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20061513674965634,1.4484553209267748,0.010729298673531664,0.0,0,1.1930936334029463,0.008837730617799602,45.61732561395727,50.35268302506105,0.0,0.0,0.0,0.0,0.0,0.0,26.453934381655518,51.14626408161498,24.99578921766118,0.33230715120057985,4.612218977119141,0.029565506263584236,1.1506406827542646,33.94938029421093,47.70006189859996,0.0,0.0,0.0,0.0,0.0,0.0,35.63060453946329,49.872310501614365,27.32741071009925,0.3658799014497818,2.2924807928793447,0.014695389697944518,1.9594275236793772,33.50149506164504,24.08854321308772,3.30638728014928,3.762355823886277,0.0,0.0,0.0,0.0,0.0,47.88880661931704,18.070365640584043,0.25004999895496155,4.430399686938888,0.028399997993198003,0.4769739456809596,40.934494940805756,48.10413451135597,0.0,0.0,0.0,0.0,0.0,0.0,33.73626987565037,50.481431389501765,28.07905590003648,0.38098853732749927,4.435829666743565,0.0284348055560485,1.2990763685505204,0.0,0.0,0.0,0.0,0.0764174674398164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
