,type,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20
0,clique,2.824657957680776,1.739681552031196,2.6252662712913035,3.018988580643639,29.754458701168733,1.4168789857699398,8.0,0,2.5718583938399786,0.12246944732571327,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22332161252901,42.13763975617702,24.48845371053702,27.346148132513264,40.124765016868864,30.160190828881053,0.0,0.0,0.0,0.0,0.0,0.0,2.513703000511726,0.0,0.0,21.83748432289325,28.4622352442942,12.412282815088826,13.14537144566006,17.994246904329984,21.34692709328101,0.0,0.0,0.0,0.0,0.0,0.0,2.0952400983357276,0.0,0.0,4.674745515465538,4.697775699362329,0.0,0.0,6.969105037161492,7.8435928310610645,0.0,0.0,0.0,0.0,0.0,0.0,1.0220043421529208,0.0,0.0,45.57396038800448,46.18371320301869,15.934694501230691,19.862770574542758,70.23057547817349,54.71746636008564,0.0,0.0,0.0,0.0,0.0,0.0,1.2451332592673696,0.48837507880893727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12172959270414777,0.0,0.10055486268818367,0.508386857963002,0.0,0.13486772504047795,0.0
1,0,0.0,0.0,0.0,0.17151821496777014,2.5122277893553404,0.027013202036078928,0.0,0,1.305989534177142,0.014042898216958515,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,28.635903389050537,0.4055435308180972,2.897404775146979,0.019577059291533642,0.7840631333519223,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,28.833998233601342,0.41455196681119777,5.989871456117832,0.0404721044332286,0.982385591019172,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,35.09574930577548,0.5621960551930621,0.0,0.0,1.1220928799077063,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,28.412408956753893,0.40468752853323886,5.368449496243139,0.03627330740704824,1.2963597559098012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674891950399822,0.0
2,star,0.0,0.0,0.0,1.0090094989900846,2.9842100700288525,0.030451123163559718,0.41995291175303334,0,1.6587683903014618,0.016926208064300632,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,34.12829558968288,0.47689672203043554,2.897404775146979,0.019577059291533642,0.9248576365791517,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,25.391506848166863,0.37838380881373895,5.989871456117832,0.0404721044332286,0.9554393320642363,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,32.620915059346714,0.49377900870872277,0.0,0.0,0.7183068050463151,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,34.391226188968126,0.4858489337025591,5.368449496243139,0.03627330740704824,1.9551814546680968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04389722040920316,0.5164126289209631,0.0,0.0,0.38671654949465684,0.0,0.28818397571417836,0.0
3,0,0.0,0.0,0.0,0.33901647177223304,29.754458701168733,1.4168789857699398,8.0,0,2.5718583938399786,0.12246944732571327,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,21.848984289190728,0.30538362823480586,2.897404775146979,0.019577059291533642,1.4380610116416426,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,19.05764477320933,0.2710978054588668,5.989871456117832,0.0404721044332286,1.0353916880015053,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,30.539079972900044,0.4394704030948466,0.0,0.0,1.0159779627989005,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,29.86142264101111,0.41665168395229696,5.368449496243139,0.03627330740704824,1.0847244025093497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3777431317454578,0.0,0.0,0.0
4,0,0.0,0.0,0.0,1.846500783012399,2.5122277893553404,0.027013202036078928,0.0,0,1.305989534177142,0.014042898216958515,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,37.63750572789701,0.5274470825772426,2.897404775146979,0.019577059291533642,1.0516176861626763,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,32.9049537781509,0.4910457980384161,5.989871456117832,0.0404721044332286,2.148582018828901,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,20.343804942762887,0.2860249506300517,0.0,0.0,0.8530727833775076,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,24.5267041950856,0.344587448818303,5.368449496243139,0.03627330740704824,1.5076265770187014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31014767797566223,0.0,0.0,0.0
5,0,0.0,0.0,0.0,-0.3309765554456185,2.419790316058903,0.028807027572129797,0.0,0,1.4641715123535268,0.01743061324230389,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,18.594680142057484,0.26052537343195037,2.897404775146979,0.019577059291533642,1.2540695379191673,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,34.68984846316127,0.5003796032160844,5.989871456117832,0.0404721044332286,1.4582012144468917,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,19.950314252182544,0.34342819713907435,0.0,0.0,0.6946877601784949,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,28.396535460117846,0.40282258811383354,5.368449496243139,0.03627330740704824,1.1441790774894347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09253386219876321,0.0,0.0775536745977521,0.0,0.0
6,ring,0.0,0.0,1.9332411244776895,1.0090094989900846,3.6896776355851792,0.06832736362194776,1.761321460259004,0,1.6562742194125408,0.030671744803935943,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.698258266420051,1.96861356418821,0.0,0.0,0.0,0.0,0.0,0.0,1.342056511668929,2.7891098634582634,1.723868291380351,3.5793781180154647,3.4396408624989308,0.0,0.0,3.990986825058631,1.8464982431335255,0.0,0.0,0.0,0.0,0.0,0.0,1.936380073980114,5.0528934248696915,6.7918931966410385,0.0,0.0,0.0,0.0,6.255289378033125,2.827822673444139,4.130853048486748,0.0,0.0,0.0,0.0,0.0,1.7331608973013328,2.5637531599138783,1.6522748597655657,6.4425585399349625,5.2424114985796555,0.0,0.0,2.430739439616958,2.1546002115525495,0.0,0.0,0.0,0.0,0.0,0.0,1.6281989634303238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35435732263057523,0.0,0.0,0.0,0.0
7,0,0.0,0.0,0.0,-0.3309765554456185,1.855528497893993,0.0142732961376461,0.0,0,1.3142492197131332,0.010109609382408718,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4633095447483813,1.88766822937365,13.353650816353603,14.675066292552707,8.0,8.0,12.14151513728485,13.859294390791414,0.0,0.0,0.0,0.0,0.0,0.0,1.4690258337215345,0.0,0.0,0.0,0.0,0.0,0.0,2.1324132486664276,2.880176634006126,0.0,0.0,0.0,0.0,0.0,0.0,2.167257338290432,4.32627339616106,3.270664886311197,16.0,17.960017131233002,8.0,8.0,10.029953612565802,9.141550776431785,1.874765560825438,0.0,0.0,0.0,0.0,0.0,0.8875001983951547,0.0,0.0,2.52023813065851,3.3294585106962145,0.0,0.0,6.22369083284118,6.932907548549608,0.0,0.0,0.0,0.0,0.0,0.0,1.4578841995208098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.0,0.0,0.0,-1.3359660962723958,2.4133850144180675,0.030549177397697056,0.0,0,1.419139419136839,0.01796379011565619,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.44582660639376,63.0439015091887,0.0,1.70803039432828,0.0,0.0,0.0,0.0,26.318968943542423,64.16295141468211,25.380689641248704,0.3596988607691881,2.897404775146979,0.019577059291533642,1.2785475335413936,49.226840256548634,64.12322522795317,0.0,0.0,0.0,0.0,0.0,1.7470144501146194,34.43903137719803,60.22660398644833,25.486283645409806,0.3744057712460737,5.989871456117832,0.0404721044332286,1.2976528951342428,67.4038454352526,66.56144329456963,11.762421279917483,14.223265532070261,0.0,0.0,12.487330351896233,6.484400645803948,5.336347299456779,60.910022463007934,41.42643674584397,0.6855379097226907,0.0,0.0,0.7506469430061276,51.954757895893614,62.073644431424285,0.0,0.0,0.0,0.0,0.0,0.0,24.88681561667977,62.94408649979139,12.463010387423893,0.17724161535151714,5.368449496243139,0.03627330740704824,1.049298661309266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0.0,0.0,0.0,-1.3359660962723958,2.419790316058903,0.028807027572129797,0.0,0,1.4641715123535268,0.01743061324230389,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.146262215760409,18.378416639812514,17.665758556437105,18.554739353646887,5.655556067974267,4.0547374012647275,0.0,0.0,0.0,0.0,0.0,0.0,2.4086404496089475,8.0,2.359886175554812,24.0,24.0,8.0,8.0,22.899860686674202,23.516084099398604,0.0,0.0,0.0,0.0,0.0,0.0,2.3290966078815605,0.0,0.0,7.968695593249649,8.036188725100777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5998799411326226,1.9351153102014318,0.0,13.842656158135284,18.282291644332716,16.0,18.04482138902995,18.872899983446978,17.14776307441317,0.0,0.0,0.0,0.0,0.0,0.0,2.2372527009465393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23601774323238356,0.0,0.0,0.0
