,motif_16_2,NetEMD_rw_2,upper_sign_stat_1,upper_exp_2,upper_ipr90,path_5,path_6,lower_sign_stat_2,upper_absolute_value,motif_7_1,path_3,rw_ipr_2,gaw20_score,path_20,in_strength_2,NetEMD_upper_2,upper_ipr_1,lower_sign_equal_2,lower_exp_4,comb_absolute_value,rw_sign_equal_1,motif_11_1,rw_exp_3,first_density,rw_sign_stat_2,motif_13_1,motif_10_1,NetEMD_lower_2,degree_std,path_16,comb_ipr_1,path_4,motif_8_1,in_strength_1,rw_ipr90,path_8,upper_exp_1,comb_ipr_4,path_7,rw_ipr_1,rw_sign_stat_1,comb_sign_equal_2,path_9,rw_ipr_3,comb_exp_3,motif_14_1,lower_absolute_value,motif_15_2,out_strength_1,in_out_strength_1,third_density,small_community,motif_12_1,upper_ipr_2,upper_exp_4,lower_exp_1,rw_ipr_4,NetEMD_comb_1,rw_exp_4,rw_exp_2,comb_exp_1,rw_sign_equal_2,path_15,motif_16_1,upper_sign_stat_2,in_out_strength_2,second_density,comb_ipr90,gaw10_score,lower_ipr_2,path_13,gaw_score,upper_sign_equal_1,upper_sign_equal_2,path_14,motif_9_2,comb_exp_4,lower_sign_stat_1,motif_6_1,motif_15_1,upper_ipr_3,motif_7_2,path_18,lower_abs90,comb_abs90,NetEMD_upper_1,comb_exp_2,motif_9_1,comb_ipr_3,comb_sign_stat_1,path_11,motif_12_2,NetEMD_lower_1,comb_sign_equal_1,motif_4_1,path_2,path_17,motif_6_2,path_12,motif_10_2,motif_5_1,first_strength,motif_11_2,lower_exp_2,second_strength,motif_4_2,lower_ipr_1,upper_exp_3,rw_abs90,rw_exp_1,comb_sign_stat_2,lower_sign_equal_1,motif_13_2,out_strength_2,comb_ipr_2,lower_ipr90,lower_ipr_4,NetEMD_comb_2,upper_abs90,path_10,upper_ipr_4,rw_absolute_value,motif_5_2,motif_14_2,lower_exp_3,motif_8_2,lower_ipr_3,NetEMD_rw_1,path_19,type
0,0,0.0,0.0,2.5536875387545677,0.0,0.0,0.0,0.0,1.5631031360789014,0,0.0,6.942002819388481,0.0,0.0,0.0,0.0,0.0,0.0,1.7443871586038329,0.6374556481953828,0.0,0,3.2222192203820628,2.2050827567388898,0.0,0,0.0,0.0,1.2838996750930658,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.244375044633915,0.0,0.0,0.0,0.0,0.0,2.2300149093094626,0.0,0,2.352220071508659,0,0.0,0,1.0358806596382084,0,0,1.8816681760679148,2.945858842325088,0.0,2.133815395894429,0.0,1.8832316655694945,6.648828918274419,0.0,0.0,0.0,0,0.0,0.0,0.0310575036160407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.449912000088227,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,5.5065305738683525,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.364636023630134,0,0.0,0.019220225684931466,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.6522406531309564,0.0,2.104095411964097,0.0,0.0,0.0,2.565448218608606,1.362953078566823,0,0,7.249099877318562,0,5.277606857805537,0.0,0.0,0
1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9568110262690046,0,0.0,9.88997149969041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2545088274886043,0.0,0,0.0,1.3819622277020693,0.0,0,0.0,0.0,0.049380756734348434,0.0,4.7947465666629565,0.0,0,0,0.0,0.0,0.0,6.684492708963441,0.0,1.654545106099847,0.0,0.0,0.0,0.0,0.0,0,0.6342287618678711,0,0.0,0,0.0,0,0,0.0,1.6892324009990685,0.0,0.0,0.0,0.0,10.55213288210562,7.551880518745527,0.0,0.0,0,0.0,0.0,0.006807695702965859,6.746171330287752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.833519089081838,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.3210805898607054,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2009367386805159,0,0.0,0.0059159445255197824,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1364403271994044,0,0,0.0,0,0.0,0.0,0.0,0
2,0,0.0,0.0,2.412194932749467,0.0,0.0,0.0,0.0,2.1489665662651882,0,0.0,2.665561072978746,0.0,0.0,0.0,0.0,0.0,0.0,10.447783261381225,1.8110092069063501,0.0,0,0.0,1.3819622277020693,0.0,0,0.0,0.0,1.0594416899369352,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.4940243689731374,0.0,0.0,0.0,0.0,0.0,0.0,2.7159619824739645,0,2.559514969286278,0,0.0,0,0.0,0,0,2.273715428810553,1.8621285503616074,0.0,3.5161766656442808,0.0,3.5078682208730316,3.351955535077724,0.0,0.0,0.0,0,0.0,0.0,0.006807695702965859,0.0,0.0,19.638638603699405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2009367386805159,0,20.704029618030752,0.0059159445255197824,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.376130671862263,0.0,0.0,0.0,3.6635912886767876,2.1354056964202104,0,0,4.270022010540291,0,3.795597028838926,0.0,0.0,0
3,0,0.0,0.0,2.5161392724191396,5.4705621750613656,0.0,0.0,0.036123115236927385,1.2194255351947318,0,0.0,0.0,0.0,0.0,0.0,0.0,4.060752393300977,0.0,0.0,0.6992003194634613,0.0,0,0.0,1.473791977186627,0.0,0,0.0,0.0,-0.2873062209998472,0.0,2.336852865701906,0.0,0,0,7.6000696429805465,0.0,1.9306814268680943,1.6793415509484286,0.0,3.961036972751769,0.0,0.0,0.28498175253978447,0.0,0.0,0,2.4041725260310787,0,0.0,0,0.0,0,0,2.026628365577966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.007756799879929616,7.108587204615759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8971306916162232,1.6616633008986597,0,0,0.0,0,0.0,0.0,0.0,0.0,3.015564410877399,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2027789598356653,0,0.0,0.006330415578082449,0,1.6726405456636717,0.0,0.0,0.0,0.0,0.0,0,0.0,2.720495803653626,6.198472608876072,0.0,0.0,0.0,0.0,0.0,1.4144584994692875,0,0,0.0,0,0.0,0.0,0.0,0
4,0,0.0,0.0,1.8701929111633329,0.0,0.0,0.0,0.0,1.7592884091493128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8494611350160495,0.0,0,0.0,1.6966835870984704,0.0,0,0.0,0.0,-0.736222191312108,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615481370269618,0,0.0,0,0.0,0,0,0.0,1.9594502416580042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.013359713284239925,2.5438999933036754,0.0,5.366616940228383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,4.177648916598284,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2373899657601626,0,7.460980273334142,0.009743228076851674,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.6121125369911002,0.0,0.0,0.0,0.0,0.0,2.0100710943078095,1.7617736562240867,0,0,5.1794847516691,0,2.0784154238733343,0.0,0.0,0
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71212484694509,0,0.0,9.88997149969041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891647328773156,0.0,0,0.0,1.473791977186627,0.0,0,0.0,0.0,-0.736222191312108,0.0,4.7947465666629565,0.0,0,0,0.0,0.0,0.0,6.684492708963441,0.0,1.654545106099847,0.0,0.0,0.0,0.0,0.0,0,1.5933274314314014,0,0.0,0,0.0,0,0,0.0,1.6892324009990685,0.0,0.0,0.0,0.0,10.55213288210562,7.551880518745527,0.0,0.0,0,0.0,0.0,0.007756799879929616,6.746171330287752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.833519089081838,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,2.3210805898607054,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2027789598356653,0,0.0,0.006330415578082449,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5167049467355256,0,0,0.0,0,0.0,0.0,0.0,0
6,0,0.0,0.0,2.5161392724191396,5.4705621750613656,0.0,0.0,0.036123115236927385,1.2981664473012757,0,0.0,0.0,0.0,0.0,0.0,0.0,4.060752393300977,0.0,0.0,0.6316383288438614,0.0,0,0.0,1.3819622277020693,0.0,0,0.0,0.0,0.8349837047808049,0.0,2.336852865701906,0.0,0,0,7.6000696429805465,0.0,1.9306814268680943,1.6793415509484286,0.0,3.961036972751769,0.0,0.0,0.0,0.0,0.0,0,1.3285603699453796,0,0.0,0,0.0,0,0,2.026628365577966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.006807695702965859,7.108587204615759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8971306916162232,1.6616633008986597,0,0,0.0,0,0.0,0.0,0.0,0.0,3.015564410877399,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2009367386805159,0,0.0,0.0059159445255197824,0,1.6726405456636717,0.0,0.0,0.0,0.0,0.0,0,0.0,2.720495803653626,6.198472608876072,0.0,0.0,0.0,0.0,0.0,1.2046747305570389,0,0,0.0,0,0.0,0.0,0.0,0
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7872522091678187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7328561994768328,2.6071575190278176,0.0,0,0.0,1.3031514460238915,0.0,0,0.0,0.0,-0.8484511838901733,0.0,2.6992411648891057,0.0,0,0,0.0,0.0,0.0,3.1660933179695343,0.0,0.0,0.0,0.0,0.03497022288865385,0.0,0.0,0,1.153514742332974,0,0.0,0,0.0,0,0,0.0,1.7399580251573459,0.0,0.0,0.0,0.0,0.0,3.38872609180717,0.0,0.0,0,0.0,0.0,0.006176073203904699,1.670681242165726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0182651730942074,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.1530496137074187,0,0.0,0.0054646901123574345,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5419873316983506,0,0,0.0,0,0.0,0.0,0.0,0
8,0,0.0,0.0,4.3945694559285124,0.0,0.0,0.0,0.0,1.3428437234678703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6532574951877734,0.0,0,1.8353011025341948,1.5525010408555062,0.0,0,0.0,0.0,-0.06284823584371677,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.57836310060381,0.0,0.0,0.0,0.0,0.0,0.0,2.5697377280781386,0,2.4776118781930956,0,0.0,0,0.0,0,0,5.369388968386624,1.7109571526353087,0.0,2.373424146220651,0.0,2.832728248041291,0.0,0.0,0.0,0.0,0,0.0,0.0,0.010781257228163237,1.7190909080563355,0.0,2.3484102051347193,0.0,0.0,0.0,0.0,0.0,0,2.0622350756703036,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,8.592520076304332,0,0.0,0.0,0.04760656569725161,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2228425509936947,0,2.388144011791148,0.008491962159678436,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.356819744460935,0.0,0.0,0.0,0.0,0.0,1.921512488548229,2.2171249077004678,0,0,0.0,0,0.0,0.0,0.0,0
9,0,0.0,0.0,2.5161392724191396,5.4705621750613656,0.0,0.0,0.0,1.2420458423058052,0,0.0,0.0,0.0,0.0,0.0,0.0,4.060752393300977,0.0,0.0,2.0795806921186832,0.0,0,0.0,1.3819622277020693,0.0,0,0.0,0.0,0.7227547122027397,0.0,2.336852865701906,0.0,0,0,7.6000696429805465,0.0,1.9306814268680943,1.6793415509484286,0.0,3.961036972751769,0.0,0.0,0.0,0.0,0.0,0,1.2275140412984178,0,0.0,0,0.0,0,0,2.026628365577966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.006807695702965859,7.108587204615759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8971306916162232,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,3.015564410877399,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2009367386805159,0,0.0,0.0059159445255197824,0,1.6726405456636717,0.0,0.0,0.0,0.0,0.0,0,0.0,2.720495803653626,6.198472608876072,0.0,0.0,0.0,0.0,0.0,1.5057065492674002,0,0,0.0,0,0.0,0.0,0.0,0
