,gaw10_score,upper_exp_1,rw_exp_1,comb_ipr90,comb_ipr_1,in_strength_1,path_17,upper_sign_stat_2,path_7,upper_ipr90,motif_9_1,rw_exp_3,path_20,lower_exp_3,rw_ipr_1,motif_11_2,in_out_strength_2,comb_ipr_2,motif_8_1,NetEMD_lower_2,NetEMD_rw_1,motif_14_1,lower_exp_1,small_community,upper_ipr_4,upper_exp_3,path_16,rw_ipr_4,motif_5_2,path_19,motif_15_2,lower_ipr90,in_strength_2,comb_absolute_value,path_12,lower_ipr_4,motif_12_1,first_density,NetEMD_upper_2,motif_6_2,motif_4_1,motif_13_2,NetEMD_upper_1,upper_exp_4,path_3,upper_sign_equal_2,in_out_strength_1,motif_7_2,rw_sign_equal_2,comb_exp_3,motif_13_1,path_10,path_9,lower_sign_equal_1,motif_14_2,motif_4_2,comb_ipr_3,comb_exp_4,motif_5_1,path_11,rw_sign_stat_2,comb_sign_equal_2,upper_abs90,motif_10_1,degree_std,upper_ipr_3,lower_sign_stat_1,motif_12_2,motif_16_2,rw_sign_stat_1,out_strength_1,path_18,path_2,NetEMD_rw_2,rw_ipr_2,gaw_score,comb_exp_1,motif_15_1,lower_sign_equal_2,lower_ipr_1,gaw20_score,rw_ipr_3,lower_exp_2,motif_7_1,comb_sign_stat_1,path_6,lower_ipr_3,lower_sign_stat_2,rw_sign_equal_1,NetEMD_lower_1,motif_10_2,lower_exp_4,comb_sign_equal_1,path_5,second_density,rw_exp_2,upper_absolute_value,comb_sign_stat_2,second_strength,lower_abs90,rw_abs90,NetEMD_comb_1,lower_ipr_2,third_density,motif_16_1,motif_9_2,rw_exp_4,lower_absolute_value,out_strength_2,rw_absolute_value,comb_abs90,upper_ipr_2,comb_ipr_4,upper_exp_2,upper_sign_stat_1,motif_8_2,rw_ipr90,first_strength,upper_ipr_1,upper_sign_equal_1,path_8,motif_6_1,path_15,path_14,comb_exp_2,motif_11_1,NetEMD_comb_2,path_13,path_4,type
0,0.0,1.7456356500875472,3.6454129089365064,6.531663079143111,10.510405849702916,0,0.3344983351326535,0.0,0.4638879132303349,6.307921052222898,0,0.0,0.0,0.0,7.143655217303442,0,0,8.0,0,0.0,0.0,0,3.4702100401014024,0,0.0,0.0,0.5329136095382087,0.0,0,0.010171515612549755,0,5.6849217214903085,0,1.3438972902983546,0.3143375835444916,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,0,1.6588055931767622,0.2081814742692701,0.0,0,0,8.0,2.8317876621265046,0,0.38781178621240736,0.0,0.0,0.0,0,1.449662995017137,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.417963781526108,0,0.0,6.116528187016915,0.0,0.0,4.417428735388577,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.1435018130138774,0.0,0.0011587597448823033,0.0,0.0,0.0,4.084336583981716,0.0,0,0,0.0,2.1664644191743827,0,1.816669384879738,0.0,0.0,4.772241450299499,0.0,0.0,0,8.138719912262701,1.008120978047604,7.268572667371865,0.0,0.949915049545682,0,0.7790818797526584,0.0,8.0,0,0.0,0.0,0.0,0
1,0.0,2.555285679735655,0.0,1.6776378769771825,0.0,0,0.0835990001574015,0.0,1.1805700047307917,0.0,0,0.0,0.0,0.0,0.0,0,0,13.738241029201026,0,0.0,0.0,0,2.0236798189494682,0,2.886963824716508,8.0,0.25285636063584516,0.0,0,0.22135087511484033,0,4.2391265028672525,0,1.5999689165006912,0.10506961726973352,2.718881961661336,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,16.0,0,0.6617030935254082,0.4628330748962216,0.0,0,0,16.0,2.532653600351905,0,0.0,0.0,0.0,0.0,0,-0.708858438897599,8.0,0.0,0,0,0.0,0,0.37617365917954126,0.0,0.0,0.0,2.3664830308339955,0.0,0,0.0,2.6298910655601113,0.0,0.0,0.0,0,0.0,0.3258889686605997,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,2.0585771326641185,0.0,0.0011587597448823033,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.513691361219576,0,1.8204734264597624,0.0,8.0,6.258128982454202,8.0,0.0,0,0.0,1.008120978047604,3.455904130963585,0.0,1.0907796226944413,0,0.0,0.0,14.872993647173722,0,0.0,0.0,0.0,0
2,0.0,1.7456356500875472,3.6454129089365064,6.531663079143111,10.510405849702916,0,0.44059007752257523,0.0,0.17834501705745465,6.307921052222898,0,0.0,0.0,0.0,7.143655217303442,0,0,8.0,0,0.0,0.0,0,3.4702100401014024,0,0.0,0.0,0.2755882473746674,0.0,0,0.28851554106466054,0,5.6849217214903085,0,1.447468048757652,0.0,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,0,1.4583320646834408,2.0496543216392915,0.0,0,0,8.0,2.8317876621265046,0,0.17070948822707266,0.0,0.0,0.0,0,0.8021065648427161,0.0,0.0,0,0,0.0,0,0.6722960252662757,0.0,0.0,0.0,0.0,10.417963781526108,0,0.0,6.116528187016915,0.0,0.0,4.417428735388577,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.1302814405454167,0.0,0.0011587597448823033,0.0,0.0,0.0,4.084336583981716,0.0,0,0,0.0,1.1946715240976051,0,1.393969719009251,0.0,0.0,4.772241450299499,0.0,0.0,0,8.138719912262701,1.008120978047604,7.268572667371865,0.0,1.2326595197121772,0,0.6057978629296409,0.3442639718157141,8.0,0,0.0,0.2861793658481014,0.0,0
3,0.0,30.04683768968086,22.535345009568452,2.9781924937764974,30.622138533005824,0,0.0,0.1077610109970171,0.08006881110704335,18.125889785849107,0,0.0,0.0,0.0,20.80130069404557,0,0,8.0,0,0.0,0.0,0,29.461592525118547,0,0.0,0.0,0.6850637255098647,0.0,0,0.04461559325774216,0,12.162163442387195,0,2.071189926760045,0.0,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.04513374216920224,0,0,0.010968009990235604,2.175230251215363,0,0.0,0.6745967093579863,1.6493941034168045,0,0,0.0,1.8219243653875627,0,0.9233235992281806,0.34966509997784406,0.0,35.03291962727546,0,-1.248488797376283,0.0,15.994571397019627,0,0,23.83710970192144,0,0.26187272644310594,0.0,0.0,0.0,0.0,33.13300576901058,0,0.010995960689445363,21.17818693246909,0.0,0.0,0.0,0,13.377248612669076,0.0,0.0,0.2395754373806767,1.6452014985353407,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.4227958512044823,0.19266787520759468,0.0011587597448823033,37.12247272742015,35.21805066526466,0.0,0.0,0.0,0,0,0.0,1.05386777323677,0,1.3927699102321123,30.96654868063574,0.0,4.957419682440701,0.0,7.628478311077592,0,27.311254729504626,1.008120978047604,18.974491439953717,6.770061325380336,0.0,0,0.23652818529169395,0.0,8.0,0,0.0,0.13756137311533567,0.0,0
4,0.0,30.04683768968086,22.535345009568452,2.9781924937764974,30.622138533005824,0,0.0,0.1885064613365028,0.22536933538245443,18.125889785849107,0,0.0,0.0,0.0,20.80130069404557,0,0,8.0,0,2.128045234184983,0.0,0,29.461592525118547,0,0.0,0.0,0.4789980274570195,0.0,0,0.0,0,12.162163442387195,0,1.6654329306414044,0.4574025561034154,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.04513374216920224,0,0,0.010968009990235604,2.175230251215363,0,1.4706367389749238,1.0166311243801616,1.6493941034168045,0,0,0.0,1.8219243653875627,0,0.7076339063501909,0.25119403167952786,0.0,35.03291962727546,0,0.1545501346682953,0.0,17.265556543643193,0,0,17.59930642843316,0,0.4166854263163036,0.0,0.0,0.0,0.0,33.13300576901058,0,0.010995960689445363,21.17818693246909,0.0,0.0,0.0,0,17.138993907735824,0.0,0.0,0.24705193824780955,1.6452014985353407,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.4071879456307992,0.2462532266331381,0.0011587597448823033,37.12247272742015,35.21805066526466,0.0,0.0,0.0,0,0,0.0,1.2652998583841093,0,1.8064456486857996,30.96654868063574,0.0,4.957419682440701,0.0,13.388339033998456,0,27.311254729504626,1.008120978047604,18.974491439953717,6.770061325380336,0.21359887124303387,0,0.0,0.6320979428250826,8.0,0,0.0,0.0,0.0,0
5,0.0,2.555285679735655,0.0,1.6776378769771825,0.0,0,0.07212493964782393,0.0,0.6176054972033332,0.0,0,0.0,0.0,0.0,0.0,0,0,13.738241029201026,0,0.0,3.183716963806892,0,2.0236798189494682,0,2.886963824716508,8.0,0.43552190452825784,0.0,0,0.13177462342975427,0,4.2391265028672525,0,1.595290127133691,0.7748002203691735,2.718881961661336,0,22.060772016606307,2.128045234184983,0,0,0,2.620408578083338,0.0,0.0,0.0,0,0,0.0,16.0,0,1.7009488434874758,1.6030070898603184,0.0,0,0,16.0,2.532653600351905,0,1.341075400861246,0.0,0.0,0.0,0,-0.061302008723178265,8.0,0.0,0,0,0.0,0,0.37606939583489746,0.0,2.128045234184983,0.0,0.0,0.0,0,0.0,2.6298910655601113,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.26903380508056474,0.0,1.3844306413325482,0.0,0.03266639974143432,0.0,0.0,0.0,0.0,8.0,0,0,0.0,1.4200132963690058,0,1.7135392588819052,0.0,8.0,6.258128982454202,8.0,0.0,0,0.0,2.678644778797614,3.455904130963585,0.0,0.9696373778751557,0,0.5334699652031806,0.0,14.872993647173722,0,0.0,0.7348959546843586,0.0,star
6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5919254283587762,0.0,0,12.779041633328383,0.0,3.9708549295106508,4.758243358670682,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.44898946496339365,0.0,0,0.0,0,0.0,0,1.3276974948074096,0.15750148466642666,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.320481048473011,1.2248626512204979,0.0,0,0,0.0,0.0,0,0.4515032738890454,0.0,0.0,0.0,0,-0.8167845105933358,0.0,0.0,0,0,0.0,0,0.22071608538750467,0.0,0.0,1.7673899074579114,0.0,0.0,0,0.0,0.0,0.0,14.365248319790489,0.0,0,0.0,0.0,3.33462818891652,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011529693583023273,2.288065631908822,2.0782315728932574,0.0,0.0011587597448823033,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.5250696535486952,0,1.5593397573440686,0.0,0.0,0.0,0.0,0.0,0,0.0,1.008120978047604,0.0,0.0,1.3237653135039895,0,0.8429098223166455,0.0,0.0,0,0.0,0.038816980297087446,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.29461471389375093,0.0,0,16.0,0.0,2.9964358369627746,0.0,0,0,7.483467988184734,0,0.0,0.0,0,0.0,0,2.2370061135165837,0.0,0.44755025740999466,2.5518944366975242,0,0.40405328179713806,0,0.0,0,2.479930101170112,0.0,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,4.025609674732973,0.0,0.0,0,0,0.0,0.0,0,0.2942676553780568,1.0860356585739688,0.0,0,0,0.0,5.769676829766117,0,1.0121994043610867,0.0,0.0,0.0,0,-0.38508022381038864,0.0,0.0,0,0,0.0,0,0.4493944757964068,0.0,0.0,5.7706915786458755,0.0,0.0,0,0.0,0.0,0.0,16.0,13.454899533225104,0,0.0,0.4095836294227227,2.2221150604273547,0.0,0.0,0.0,0,1.6662913347040336,0.0,0.0,0.0011529693583023273,5.976224297565809,1.9695030534443319,0.0,0.0011587597448823033,0.0,0.0,0.0,12.578132418392974,0.0,0,0,2.567153066296801,1.308194588461385,0,1.701717350123513,0.0,0.0,4.04559692469335,1.810341082115642,0.0,0,0.0,1.008120978047604,0.0,0.0,0.06743155864474326,0,0.862146788503618,0.0,6.830203276194739,0,0.0,0.0,0.0,0
8,0.0,1.7456356500875472,3.6454129089365064,6.531663079143111,10.510405849702916,0,0.2859441048492145,0.0,0.07661197213216782,6.307921052222898,0,0.0,0.0,0.0,7.143655217303442,0,0,8.0,0,0.0,0.0,0,3.4702100401014024,0,0.0,0.0,0.9713010323044049,0.0,0,0.13797060423836816,0,5.6849217214903085,0,0.7560761306176772,0.0,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,8.0,0,1.2726923512054804,1.545160178879358,0.0,0,0,8.0,2.8317876621265046,0,0.7138707653386169,0.0,0.0,0.0,0,1.0179587082341897,0.0,0.0,0,0,0.0,0,0.19372260229986024,0.0,0.0,0.0,0.0,10.417963781526108,0,0.0,6.116528187016915,0.0,0.0,4.417428735388577,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.305142203480007,0.0,0.0011587597448823033,0.0,0.0,0.0,4.084336583981716,0.0,0,0,0.0,1.9718126374146892,0,1.3192719449502208,0.0,0.0,4.772241450299499,0.0,0.0,0,8.138719912262701,1.008120978047604,7.268572667371865,0.0,0.4962652467852956,0,0.555928296950378,0.29609828879679395,8.0,0,0.0,0.11156350628827655,0.0,0
9,0.0,30.04683768968086,22.535345009568452,2.9781924937764974,30.622138533005824,0,0.6474460979664876,0.2521205831907353,0.4414346000698555,18.125889785849107,0,0.0,0.04641807867328353,0.0,20.80130069404557,0,0,8.0,0,0.0,0.0,0,29.461592525118547,0,0.0,0.0,0.7567645971445485,0.0,0,0.0,0,12.162163442387195,0,0.6283390341685439,0.2576015844776372,0.0,0,1.0030833417230247,0.0,0,0,0,0.0,0.0,0.0,0.04513374216920224,0,0,0.010968009990235604,2.175230251215363,0,0.9537368977230021,0.5002369459964449,1.6493941034168045,0,0,0.0,1.8219243653875627,0,1.0926869045588923,0.24222743707149286,0.0,35.03291962727546,0,1.8813672818000842,0.0,17.526032079160096,0,0,17.249174630278024,0,0.16993255141244915,0.0,0.0,0.0,0.0,33.13300576901058,0,0.010995960689445363,21.17818693246909,0.0,0.0,0.0,0,9.95951456906724,0.0,0.0,0.2546680787207938,1.6452014985353407,0.0,0,0.0,0.0,0.0,0.0011529693583023273,0.0,1.3624083382625989,0.15077488082813023,0.0011587597448823033,37.12247272742015,35.21805066526466,0.0,0.0,0.0,0,0,0.0,1.620619812263796,0,1.1235261340053713,30.96654868063574,0.0,4.957419682440701,0.0,17.634917086240634,0,27.311254729504626,1.008120978047604,18.974491439953717,6.770061325380336,0.5737396178039584,0,0.598340268450614,0.3212773524885221,8.0,0,0.0,0.5146551707851214,0.0,0
