,type,gaw_score,gaw10_score,gaw20_score,degree_std,first_density,second_density,third_density,small_community,first_strength,second_strength,in_strength_1,in_strength_2,out_strength_1,out_strength_2,in_out_strength_1,in_out_strength_2,motif_4_1,motif_4_2,motif_5_1,motif_5_2,motif_6_1,motif_6_2,motif_7_1,motif_7_2,motif_8_1,motif_8_2,motif_9_1,motif_9_2,motif_10_1,motif_10_2,motif_11_1,motif_11_2,motif_12_1,motif_12_2,motif_13_1,motif_13_2,motif_14_1,motif_14_2,motif_15_1,motif_15_2,motif_16_1,motif_16_2,NetEMD_upper_1,NetEMD_upper_2,NetEMD_lower_1,NetEMD_lower_2,NetEMD_comb_1,NetEMD_comb_2,NetEMD_rw_1,NetEMD_rw_2,upper_ipr_1,upper_exp_1,upper_ipr_2,upper_exp_2,upper_ipr_3,upper_exp_3,upper_ipr_4,upper_exp_4,upper_ipr90,upper_abs90,upper_sign_stat_1,upper_sign_stat_2,upper_sign_equal_1,upper_sign_equal_2,upper_absolute_value,lower_ipr_1,lower_exp_1,lower_ipr_2,lower_exp_2,lower_ipr_3,lower_exp_3,lower_ipr_4,lower_exp_4,lower_ipr90,lower_abs90,lower_sign_stat_1,lower_sign_stat_2,lower_sign_equal_1,lower_sign_equal_2,lower_absolute_value,comb_ipr_1,comb_exp_1,comb_ipr_2,comb_exp_2,comb_ipr_3,comb_exp_3,comb_ipr_4,comb_exp_4,comb_ipr90,comb_abs90,comb_sign_stat_1,comb_sign_stat_2,comb_sign_equal_1,comb_sign_equal_2,comb_absolute_value,rw_ipr_1,rw_exp_1,rw_ipr_2,rw_exp_2,rw_ipr_3,rw_exp_3,rw_ipr_4,rw_exp_4,rw_ipr90,rw_abs90,rw_sign_stat_1,rw_sign_stat_2,rw_sign_equal_1,rw_sign_equal_2,rw_absolute_value,path_2,path_3,path_4,path_5,path_6,path_7,path_8,path_9,path_10,path_11,path_12,path_13,path_14,path_15,path_16,path_17,path_18,path_19,path_20
0,path,0.0,0,0.0,-0.045098620127911916,1.9285675604120536,0.013677784116397543,0.0,0,1.289225256928065,0.009143441538496916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,3.8502120711453913,1.8339146358159146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9588778269669904,0.0,0.0,0.0,2.2238946724560194,0.0,0.0,0.0,0.0,0.0,0.0,1.3554946369773395,2.066403258253935,0.0,7.230335292934404,7.540672818267279,2.325356260347998,3.1171878111934173,5.0508502978822065,5.618186450370301,1.7371475840814905,0.0,0.0,0.0,0.0,0.0,2.888164537924011,7.247832520448515,10.306050648323243,19.06149870485656,20.518944929617128,12.534969841047388,13.395911781264914,17.097921722893524,11.571357720924485,5.778384338916981,0.0,0.0,0.0,0.0,0.0,2.519033139378536,2.6557876599744388,1.6463190562634564,1.8308819653490718,4.02445754462834,8.0,8.0,5.872149601039267,5.037650156277939,1.9237443673387085,0.0,0.0,0.0,0.0,0.0,2.784523347372265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14447584117449347,0.38244919760865986,0.12059426217720472,1.033950548420115,1.176096091419661
1,0,0.0,0,0.0,0.2680862418714761,2.7488687782805425,0.036651583710407235,0.0,0,1.4215275026401442,0.01895370003520192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.362482963738136,5.814695483133891,0.0,0.0,0.0,0.0,0.0,0.0,9.358335810117346,9.112834280732173,5.621411388397844,0.12679441054554982,0.0,0.0,2.3618866386229382,14.383006866575347,13.545576356328375,3.0025051135944865,3.0781126840025825,0.0,0.0,0.0,0.0,11.879983970304375,8.722978201723162,5.776586370018319,0.13814414990048476,0.0,0.0,1.4643156531720705,13.44377024237005,12.809504653978987,8.0,8.0,0.0,0.0,3.189151031526599,3.933826518565244,1.6866980208001865,5.8592414904893575,3.420738960179132,0.07689851766881745,0.0,0.0,1.5926382056803297,5.83141938194565,6.474918280437834,0.0,0.0,0.0,2.088473893115531,0.0,0.0,8.818969732738564,5.833848251677251,1.7274578745419082,0.03838795276759796,0.0,0.0,1.832273656217404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3351973702595953,0.7508451141435522,1.3922563647733899,1.3592044040219737,1.8918524886463712
2,0,0.0,0,0.0,-0.35828348212729993,1.9285675604120536,0.013677784116397543,0.0,0,1.289225256928065,0.009143441538496916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79976376552912,42.05575106921442,0.0,0.0,0.0,0.0,0.0,0.0,15.535329492356002,47.503637296970986,31.337880993394478,0.5668744838345172,0.0,0.0,1.8289269922306877,36.951559336439416,47.165153430079556,0.0,0.0,0.0,0.0,0.0,0.0,18.853401845237205,44.51057822656995,15.684868789088302,0.2857762446051886,0.0,0.0,0.7096554099408715,43.50420917804997,44.277019634505486,13.870636422508385,13.236912495950971,0.0,0.0,7.496229483980395,6.573023097207898,2.0505032376183663,43.8044008371334,29.371736344601732,0.563795962514348,0.0,0.0,1.283214461274083,32.148807181694565,42.45140144554088,0.0,0.0,0.0,0.0,0.0,0.0,21.850796050308542,48.72032733205351,24.93036871464787,0.4462666304730981,0.0,0.0,1.1430434799048932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04038126783739674,0.0,0.46051171062026064,0.8877512629355986,0.0,0.7543357659093871,0.7683406421056918,0.9796900781940185,1.706540446027709
3,0,0.0,0,0.0,-0.671468344126688,1.9285675604120536,0.013677784116397543,0.0,0,1.289225256928065,0.009143441538496916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.001338496517428,6.476406763398699,8.0,8.0,1.879993091776348,1.9762959577684942,0.0,0.0,0.0,0.0,0.0,0.0,1.1421986128579549,0.0,0.0,2.3925860752815855,4.273967835041171,4.625440556030019,8.924778433574852,7.484482305787549,8.139414561247538,0.0,0.0,0.0,0.0,0.0,0.0,2.481415919060317,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8819347676439768,0.0,0.0,16.0,16.0,8.0,8.0,5.607871812734288,5.871303117961838,0.0,0.0,0.0,0.0,0.0,0.0,2.475852752665467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035091036430096477,0.05754360597483061,0.29930984330234234,0.0,0.18429334270223147,0.9804169050180644,0.8619582624319537,1.0019999786871152
4,0,2.7543215297094084,0,0.0,0.8944559658702521,2.0956348515737653,0.019958427157845383,0.0,0,1.3973969800449946,0.013308542667095186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.670322675837994,29.54597479444893,0.0,0.0,0.0,0.0,0.0,0.0,17.593829550605843,46.70665835999339,24.32584852050188,0.4472274731732757,8.301162492010404,0.07156174562077934,1.3148018316905234,27.47918244297517,36.83784420317196,8.0,8.0,0.0,0.0,2.173437547856217,0.0,19.850440553403388,48.30945413257476,30.52400123165567,0.5730809701257035,0.0,0.0,1.5108328093167032,13.465530092224327,13.501558276858036,0.0,1.9774932711477953,0.0,0.0,0.0,0.0,16.338981372686074,44.501419692454405,16.94212176903937,0.3328293486396398,3.67897272106113,0.031715282078113194,0.7147028211340046,25.1588615765732,37.266708977555204,0.0,0.0,0.0,0.0,0.0,0.0,26.550625771274817,45.88424862825676,23.79846442387622,0.4574671469829815,8.26595967230547,0.07125827303711613,1.1528831207859824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47459180563452125,0.0,0.22779049006360574,0.8082793602397735,1.0477377904598537,1.2483374055730803,1.325506384200169
5,0,0.0,0,0.0,0.1114938108717821,1.8773704526660473,0.011957773583860173,0.0,0,1.2429747939975726,0.007917036904443137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7571284472932616,0.0,2.364844846913818,2.570733919784422,0.0,0.0,0.0,0.0,2.286232695315347,0.0,0.0,0.0,0.0,0.0,2.008965870754268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6582111079889925,0.0,0.0,0.0,0.0,0.0,2.1199127329117813,2.7956558014743185,3.12263063765683,0.0,0.0,0.0,0.0,0.0,0.0,4.111104238524732,1.6666299337592618,0.0,0.0,0.0,0.0,1.5473537149541676,5.59386761837616,0.0,0.0,0.0,0.0,2.1326265220923153,1.8320104327602025,2.081083048951069,1.8291736902655464,0.0,0.0,0.0,0.0,0.0,2.3049075935475023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069562089647356,0.9079411083672092,0.0,1.2151557652091605,0.45806582772233917
6,0,0.0,0,0.0,0.2680862418714761,1.894614721926402,0.0135329622994743,0.0,0,1.2743181843221518,0.009102272745158227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79976376552912,42.05575106921442,0.0,0.0,0.0,0.0,0.0,0.0,15.535329492356002,47.503637296970986,18.963611700067872,0.3395058202142008,0.0,0.0,1.1010131406320247,36.951559336439416,47.165153430079556,0.0,0.0,0.0,0.0,0.0,0.0,18.853401845237205,44.51057822656995,28.047534896734323,0.514851459796564,0.0,0.0,2.189960837854417,43.50420917804997,44.277019634505486,13.870636422508385,13.236912495950971,0.0,0.0,7.496229483980395,6.573023097207898,2.0505032376183663,43.8044008371334,23.409122298329905,0.47489805463470663,0.0,0.0,0.616378582385275,32.148807181694565,42.45140144554088,0.0,0.0,0.0,0.0,0.0,0.0,21.850796050308542,48.72032733205351,16.261553297983514,0.28675432887493346,0.0,0.0,1.1442405983508945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06317610326225367,0.0,0.0,1.2502776246405733,1.1513240508478986,1.3413015030043516,2.004400913989624
7,0,0.0,0,0.0,0.5812711038708641,1.8773704526660473,0.011957773583860173,0.0,0,1.2429747939975726,0.007917036904443137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9206416990119823,1.858591384028179,8.0,7.148919860684561,8.0,8.0,5.738174777218818,8.270096095532246,0.0,0.0,0.0,0.0,0.0,0.0,2.594424412003338,0.0,0.0,12.195629289820204,11.31037201475046,10.890602210089224,11.34502103091804,7.28766776107056,6.595933304930853,0.0,0.0,0.0,0.0,0.0,0.0,1.11544309776716,0.0,0.0,0.0,2.0444101603460476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013658178098879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8943917196179494,0.0,0.0,0.0,0.0,0.0,0.0,1.3893049838704594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4256224693348964,0.0,0.4748835139782921,0.46011024386726285,1.1776391936964883,0.9627342393506559,1.282270276379219
8,0,0.0,0,0.0,-0.671468344126688,1.8363125091828187,0.011197027495017187,0.0,0,1.2512193790249422,0.00762938645746916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96706351800959,18.68705298487208,6.578859052341741,5.475703247908455,8.0,8.0,3.9845387416389073,2.7604150960072276,8.869415623925015,12.761167202454695,0.0,0.0,0.0,0.0,1.7146789044607422,19.00350438533848,17.57859497204,8.0,8.0,0.0,0.0,2.306335662764778,1.8102227237984772,2.3918377469728878,10.623377632070946,1.653281979349953,0.035940912594564195,0.0,0.0,0.6377407018431837,9.347121408670748,12.424157449326938,8.0,8.0,0.0,0.0,2.6825521505016687,1.770645968597225,4.930639392297422,3.572886407487908,2.024137351832024,0.0506034337958006,0.0,0.0,2.436199717159457,14.381698649545921,11.312646026558236,0.0,0.0,0.0,0.0,1.6918121704241407,1.7090458998578253,13.11809921915356,5.343841724745236,7.5315278762693145,0.17303489081938744,0.0,0.0,1.9720735254024755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4596340021233322,0.7828359185013912,0.44731956928464994,0.7422088807312551,1.1757438198677215,1.0868669435411709
9,0,0.0,0,0.0,-0.984653206126076,1.894614721926402,0.0135329622994743,0.0,0,1.2743181843221518,0.009102272745158227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4732650938838026,6.926075757897078,0.0,0.0,0.0,0.0,0.0,0.0,3.0429435610104596,4.270876236182394,0.0,12.058015435623144,13.375748374201638,11.871448125666761,12.326633668313306,23.866632066725067,20.460228417435722,0.0,0.0,0.0,0.0,0.0,0.0,1.3464346068597797,0.0,0.0,10.71597443369775,12.929670890238672,0.0,0.0,8.184803678425057,10.668572937647186,0.0,0.0,0.0,0.0,0.0,0.0,2.8146894373638385,0.0,0.0,10.660567900496984,10.609590546486606,0.0,2.1477534901892334,3.403487456979324,3.5557526045828496,0.0,0.0,0.0,0.0,0.0,0.0,2.2044564289269832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09854356964800952,0.464850673775119,0.8236469536052233,0.5488342789276827,0.5050403274889183
