,path_12,path_7,path_4,path_9,path_8,path_10,path_17,path_5,path_20,path_3,path_2,path_6,path_14,type,path_19,path_16,path_11,path_18,path_15,path_13
0,0.0,0.7312592646375018,0.0,0.392525978968586,0.025204137915153125,0.10258360328894515,1.0830836864015578,0.0,0.4530454295975898,0,0,0.0,0.0,0,0.1313202026604563,0.16974096994105567,0.0,0.24118127162895936,0.0,0.26175865023549283
1,0.0,0.0,0.0,0.6115377441381706,0.0,0.0,0.8156236665563429,0.0,0.3321968801036872,0,0,0.0,0.0,0,0.3834605790499204,0.40902546471450457,0.0,0.2518833460812195,0.06478759273812203,0.0
2,0.0,0.4090789824035045,0.0,0.0,0.0,0.0,0.551769060955527,0.0,0.5272219009782063,0,0,0.0,0.0,0,0.13521401312027514,0.28775921990506287,0.0,0.5401216215299678,0.0,0.20109522239885655
3,0.0,0.0,0.0,0.07715219763477549,0.868413304028416,0.0,0.19551904972767123,0.0,0.08431245957896692,0,0,0.0,0.2704629558500485,path,0.1809725410269597,0.44138038295627674,0.0,0.43037032621520377,0.0,0.6978767308176678
4,0.0,0.0,0.0,1.2897948010290474,1.2334261439431145,0.0,0.4871999611424861,0.0,0.8748255407074982,0,0,0.0,0.0,0,0.5098086656123272,0.6018270073970259,0.0,0.0,0.0,0.524338567157631
5,0.0,0.0,0.0,0.0,0.0,0.0,1.2833761377573896,0.0,0.6324075316553033,0,0,0.0,0.0,0,0.6686296590669785,0.9303431224582527,0.0,0.22449155891355554,0.07533269647930102,0.4740452536310144
6,0.0,0.0,0.0,0.21984761280368748,0.0,0.0,0.5374697405162505,0.0,0.43704018557149527,0,0,0.0,0.0,0,0.0,0.7729404334142955,0.0,0.013058679384663052,0.30205722732191104,0.4238702881813679
7,0.0,0.0,0.0,0.11679830896242846,0.0,0.0,1.1225029534463278,0.0,0.4214470412192969,0,0,0.0,0.040493073584060034,clique,0.31674458632779157,1.3412235564236796,0.0,0.3623332689828464,0.8550253662807403,0.1354769048810327
8,0.08139552542228815,0.0,0.0,0.0,0.0,0.0,0.9417774172354816,0.0,0.0,0,0,0.0,0.0,0,0.0,0.42560649980336496,0.0,0.3721786016533812,0.16450317414125115,0.0
9,0.0,0.0,0.0,1.5058635497570412,1.4319794757538873,0.2586645472626337,0.7367830282757412,0.0,0.13683591994799013,0,0,0.0,0.0,path,0.3396508792433619,0.7366099278692837,0.0,0.020569728646730946,0.0,0.0
